温度,气压,sla,水文,极移X,极移Y,x8poroelastic,经度,纬度,GNSS,station_id,年份,day_index,日期,day_of_year,月份,原始GNSS,模型输入GNSS,数据集类型
-0.593725585937477,982.546484375,0.1232,2184.78673216324,0.057536,0.314009,-0.154357905888567,-124.1843,41.7456,-11.0012611975957,CACC,2021,11,2021-01-11,11,1,-11.0012611975957,-11.0012611975957,训练集
-10.1901611328125,989.73390625,0.1291,2198.42045197069,0.056944,0.314654,-0.162746771487274,-124.1843,41.7456,-11.0283656752077,CACC,2021,12,2021-01-12,12,1,-11.0283656752077,-11.0283656752077,训练集
0.470666503906273,991.64765625,0.1342,2252.29094156056,0.056043,0.315389,-0.171020595364597,-124.1843,41.7456,-11.0554701528197,CACC,2021,13,2021-01-13,13,1,-11.0554701528197,-11.0554701528197,训练集
1.25246582031252,991.56046875,0.1381,2270.24999245084,0.054981,0.316073,-0.179176464389987,-124.1843,41.7456,-11.0825746304317,CACC,2021,14,2021-01-14,14,1,-11.0825746304317,-11.0825746304317,训练集
5.9991394042969,987.96234375,0.1401,2273.35737577157,0.054319,0.316851,-0.187211578955387,-124.1843,41.7456,-11.1096791080437,CACC,2021,15,2021-01-15,15,1,-11.1096791080437,-11.1096791080437,训练集
4.00344238281252,988.3228125,0.14,2273.63376108678,0.053753,0.317787,-0.195123253971903,-124.1843,41.7456,-11.1367835856557,CACC,2021,16,2021-01-16,16,1,-11.1367835856557,-11.1367835856557,训练集
3.45009765625002,991.248046875,0.1378,2270.34194525812,0.053029,0.3187,-0.202908919739213,-124.1843,41.7456,-11.1638880632677,CACC,2021,17,2021-01-17,17,1,-11.1638880632677,-11.1638880632677,训练集
4.9826599121094,991.767421875,0.1338,2263.30433955724,0.05251,0.319436,-0.210566122687562,-124.1843,41.7456,-11.1909925408787,CACC,2021,18,2021-01-18,18,1,-11.1909925408787,-11.1909925408787,训练集
-0.376806640624977,992.402734375,0.1288,2255.0848751534,0.052552,0.320024,-0.218092525992284,-124.1843,41.7456,-11.2180970184908,CACC,2021,19,2021-01-19,19,1,-11.2180970184908,-11.2180970184908,训练集
0.549066162109398,984.143125,0.1235,2247.48696987592,0.052718,0.32091,-0.225485910060984,-124.1843,41.7456,-11.2452014961027,CACC,2021,20,2021-01-20,20,1,-11.2452014961027,-11.2452014961027,训练集
5.15548095703127,975.5109375,0.1187,2241.88365309804,0.052541,0.321972,-0.23274417289364,-124.1843,41.7456,-11.2723059737148,CACC,2021,21,2021-01-21,21,1,-11.2723059737148,-11.2723059737148,训练集
5.3229919433594,974.0040625,0.1147,2239.11427867299,0.052388,0.323086,-0.239865330316026,-124.1843,41.7456,-11.2994104513267,CACC,2021,22,2021-01-22,22,1,-11.2994104513267,-11.2994104513267,训练集
3.73421630859377,977.72203125,0.1113,2236.43125150317,0.052333,0.324266,-0.246847516087041,-124.1843,41.7456,-11.3265149289388,CACC,2021,23,2021-01-23,23,1,-11.3265149289388,-11.3265149289388,训练集
5.09475097656252,967.16765625,0.1083,2233.85000254623,0.051845,0.325652,-0.253688981880621,-124.1843,41.7456,-11.3536194065507,CACC,2021,24,2021-01-24,24,1,-11.3536194065507,-11.3536194065507,训练集
4.12130126953127,976.671875,0.1049,2241.75740003475,0.050991,0.327145,-0.260388097143098,-124.1843,41.7456,-11.3807238841628,CACC,2021,25,2021-01-25,25,1,-11.3807238841628,-11.3807238841628,训练集
4.86989746093752,982.771015625,0.101,2242.60173866934,0.050357,0.328674,-0.266943348827005,-124.1843,41.7456,-11.4078283617747,CACC,2021,26,2021-01-26,26,1,-11.4078283617747,-11.4078283617747,训练集
7.61025390625002,986.97890625,0.0966,2265.07817040059,0.05002,0.330467,-0.273353341002445,-124.1843,41.7456,-11.4349328393868,CACC,2021,27,2021-01-27,27,1,-11.4349328393868,-11.4349328393868,训练集
11.2149291992188,987.93953125,0.0921,2300.95178739047,0.049919,0.332434,-0.279616794347315,-124.1843,41.7456,-11.4620373169987,CACC,2021,28,2021-01-28,28,1,-11.4620373169987,-11.4620373169987,训练集
8.39254150390627,984.7946875,0.0883,2318.29632158226,0.049918,0.334351,-0.285732545517791,-124.1843,41.7456,-11.4891417946108,CACC,2021,29,2021-01-29,29,1,-11.4891417946108,-11.4891417946108,训练集
7.0100036621094,980.22390625,0.0857,2322.90695235745,0.049619,0.336123,-0.291699546400623,-124.1843,41.7456,-11.5162462722227,CACC,2021,30,2021-01-30,30,1,-11.5162462722227,-11.5162462722227,训练集
7.2147155761719,972.22546875,0.0846,2331.74468539975,0.049357,0.33791,-0.297516863248929,-124.1843,41.7456,-11.5433507498348,CACC,2021,31,2021-01-31,31,1,-11.5433507498348,-11.5433507498348,训练集
10.8261962890625,970.5203125,0.0849,2361.11281238491,0.049414,0.339848,-0.303183675703301,-124.1843,41.7456,-11.5704552274467,CACC,2021,32,2021-02-01,32,2,-11.5704552274467,-11.5704552274467,训练集
9.6434265136719,979.3115625,0.0861,2390.95892770105,0.04945,0.341653,-0.308699275700164,-124.1843,41.7456,-11.5975597050588,CACC,2021,33,2021-02-02,33,2,-11.5975597050588,-11.5975597050588,训练集
5.13033447265627,979.98734375,0.0874,2401.76359500902,0.049298,0.343119,-0.314063066269471,-124.1843,41.7456,-11.6246641826697,CACC,2021,34,2021-02-03,34,2,-11.6246641826697,-11.6246641826697,训练集
8.0786071777344,979.99296875,0.0877,2406.32822167737,0.04921,0.344354,-0.319274560223917,-124.1843,41.7456,-11.6517686602817,CACC,2021,35,2021-02-04,35,2,-11.6517686602817,-11.6517686602817,训练集
9.93804321289065,977.4009375,0.0867,2402.57972249117,0.049244,0.345627,-0.324333378741994,-124.1843,41.7456,-11.6788731378937,CACC,2021,36,2021-02-05,36,2,-11.6788731378937,-11.6788731378937,训练集
8.0948425292969,970.76921875,0.084,2398.53157005556,0.049168,0.34698,-0.329239249847324,-124.1843,41.7456,-11.7059776155057,CACC,2021,37,2021-02-06,37,2,-11.7059776155057,-11.7059776155057,训练集
6.25576171875002,969.07203125,0.0799,2393.59223457931,0.049107,0.348373,-0.333992006786816,-124.1843,41.7456,-11.7330820931177,CACC,2021,38,2021-02-07,38,2,-11.7330820931177,-11.7330820931177,训练集
5.25359497070315,968.46109375,0.075,2388.44341750359,0.049348,0.34986,-0.338591586310303,-124.1843,41.7456,-11.7601865707297,CACC,2021,39,2021-02-08,39,2,-11.7601865707297,-11.7601865707297,训练集
6.14687500000002,970.191328125,0.0698,2383.91959420713,0.049931,0.351316,-0.343038026854438,-124.1843,41.7456,-11.7872910483417,CACC,2021,40,2021-02-09,40,2,-11.7872910483417,-11.7872910483417,训练集
2.89992675781252,968.37109375,0.0648,2379.56048595492,0.050593,0.3526,-0.347331466633709,-124.1843,41.7456,-11.8143955259537,CACC,2021,41,2021-02-10,41,2,-11.8143955259537,-11.8143955259537,训练集
4.81063232421877,981.947734375,0.0598,2377.16200427675,0.05112,0.353802,-0.351472141641554,-124.1843,41.7456,-11.8415000035657,CACC,2021,42,2021-02-11,42,2,-11.8415000035657,-11.8415000035657,训练集
5.73769531250002,983.0078125,0.0547,2389.6857323858,0.051355,0.354898,-0.355460383564639,-124.1843,41.7456,-11.8686044811777,CACC,2021,43,2021-02-12,43,2,-11.8686044811777,-11.8686044811777,训练集
8.73909912109377,985.414765625,0.0491,2404.65228250603,0.051524,0.355736,-0.359296617613468,-124.1843,41.7456,-7.06060448117773,CACC,2021,44,2021-02-13,44,2,-7.06060448117773,-7.06060448117773,训练集
6.12252197265627,991.92046875,0.0422,2415.92750967019,0.051806,0.356782,-0.362981360272564,-124.1843,41.7456,-9.63460448117769,CACC,2021,45,2021-02-14,45,2,-9.63460448117769,-9.63460448117769,训练集
6.8309265136719,1000.4209375,0.034,2430.41656370839,0.051625,0.3581,-0.366515216973575,-124.1843,41.7456,-9.23560448117769,CACC,2021,46,2021-02-15,46,2,-9.23560448117769,-9.23560448117769,训练集
8.44008789062502,997.0309375,0.0246,2437.89910159321,0.050947,0.359275,-0.369898879694693,-124.1843,41.7456,-5.95660448117769,CACC,2021,47,2021-02-16,47,2,-5.95660448117769,-5.95660448117769,训练集
4.83968505859377,989.775234375,0.0142,2435.58872905308,0.050365,0.360303,-0.373133124489898,-124.1843,41.7456,-10.6736044811777,CACC,2021,48,2021-02-17,48,2,-10.6736044811777,-10.6736044811777,训练集
6.42604980468752,985.10046875,0.0036,2432.35276406917,0.050379,0.361148,-0.376218808951584,-124.1843,41.7456,-9.38760448117773,CACC,2021,49,2021-02-18,49,2,-9.38760448117773,-9.38760448117773,训练集
5.02987060546877,984.909453125,-0.0068,2445.53852297841,0.050853,0.362021,-0.37915686961019,-124.1843,41.7456,-5.28060448117776,CACC,2021,50,2021-02-19,50,2,-5.28060448117776,-5.28060448117776,训练集
6.93486938476565,984.356875,-0.0166,2452.8712330133,0.051346,0.36303,-0.381948319274528,-124.1843,41.7456,-9.35260448117776,CACC,2021,51,2021-02-20,51,2,-9.35260448117776,-9.35260448117776,训练集
6.92278442382815,982.34296875,-0.0258,2451.97898151437,0.051322,0.363868,-0.384594244316561,-124.1843,41.7456,-4.34060448117771,CACC,2021,52,2021-02-21,52,2,-4.34060448117771,-4.34060448117771,训练集
10.0400939941406,974.47,-0.0346,2448.34375808667,0.050669,0.364577,-0.387095801904433,-124.1843,41.7456,-6.41360448117769,CACC,2021,53,2021-02-22,53,2,-6.41360448117769,-6.41360448117769,训练集
5.05471191406252,992.4484375,-0.0432,2443.39399975743,0.049859,0.365232,-0.389454217187588,-124.1843,41.7456,-8.03660448117773,CACC,2021,54,2021-02-23,54,2,-8.03660448117773,-8.03660448117773,训练集
5.62893066406252,1000.837890625,-0.0512,2436.39584607866,0.049501,0.365613,-0.391670780437886,-124.1843,41.7456,-10.4616044811777,CACC,2021,55,2021-02-24,55,2,-10.4616044811777,-10.4616044811777,训练集
6.13582763671877,996.7503125,-0.0582,2429.41303567267,0.049816,0.36611,-0.393746844150635,-124.1843,41.7456,-7.70060448117772,CACC,2021,56,2021-02-25,56,2,-7.70060448117772,-7.70060448117772,训练集
5.50521240234377,995.98421875,-0.0635,2424.76469642062,0.050248,0.367129,-0.39568382010951,-124.1843,41.7456,-4.4946044811777,CACC,2021,57,2021-02-26,57,2,-4.4946044811777,-4.4946044811777,训练集
4.15731201171877,993.315625,-0.0661,2420.67970380419,0.050415,0.368565,-0.397483176419345,-124.1843,41.7456,-2.76660448117775,CACC,2021,58,2021-02-27,58,2,-2.76660448117775,-2.76660448117775,训练集
4.51528320312502,989.38296875,-0.0654,2415.32679133618,0.05049,0.370234,-0.399146434510819,-124.1843,41.7456,-2.5956044811777,CACC,2021,59,2021-02-28,59,2,-2.5956044811777,-2.5956044811777,训练集
6.20757446289065,990.8465625,-0.0611,2410.63731131749,0.050611,0.371996,-0.400675166121064,-124.1843,41.7456,-3.63260448117774,CACC,2021,60,2021-03-01,60,3,-3.63260448117774,-3.63260448117774,训练集
5.40120849609377,992.111171875,-0.0542,2406.58602692287,0.050667,0.373715,-0.402070990254255,-124.1843,41.7456,0.497395518822259,CACC,2021,61,2021-03-02,61,3,0.497395518822259,0.497395518822259,训练集
5.29720458984377,996.557890625,-0.0461,2401.65539409247,0.05067,0.375208,-0.403335570126209,-124.1843,41.7456,-1.16960448117777,CACC,2021,62,2021-03-03,62,3,-1.16960448117777,-1.16960448117777,训练集
7.51204833984377,992.83421875,-0.0382,2397.26065523207,0.05115,0.376525,-0.404470610097098,-124.1843,41.7456,-8.11060448117769,CACC,2021,63,2021-03-04,63,3,-8.11060448117769,-8.11060448117769,训练集
5.15664062500002,984.862890625,-0.0319,2393.83798508219,0.052195,0.3779,-0.405477852596277,-124.1843,41.7456,-3.91660448117773,CACC,2021,64,2021-03-05,64,3,-3.91660448117773,-3.91660448117773,训练集
6.45369873046877,985.5259375,-0.0277,2416.78023690975,0.053337,0.379373,-0.406359075043331,-124.1843,41.7456,-6.90660448117774,CACC,2021,65,2021-03-06,65,3,-6.90660448117774,-6.90660448117774,训练集
6.25631103515627,988.538203125,-0.0256,2420.62533690101,0.054599,0.380846,-0.407116086769335,-124.1843,41.7456,-5.95460448117774,CACC,2021,66,2021-03-07,66,3,-5.95460448117774,-5.95460448117774,训练集
6.76372680664065,981.79078125,-0.0249,2420.91226931442,0.056138,0.382344,-0.407750725942379,-124.1843,41.7456,-8.23160448117767,CACC,2021,67,2021-03-08,67,3,-8.23160448117767,-8.23160448117767,训练集
6.31569824218752,982.36953125,-0.0245,2429.45265549144,0.057601,0.383867,-0.408264856501341,-124.1843,41.7456,-9.79860448117768,CACC,2021,68,2021-03-09,68,3,-9.79860448117768,-9.79860448117768,训练集
4.2180114746094,985.066875,-0.0231,2435.88960254921,0.058713,0.385213,-0.408660365101891,-124.1843,41.7456,-5.5956044811777,CACC,2021,69,2021-03-10,69,3,-5.5956044811777,-5.5956044811777,训练集
3.79183349609377,987.84890625,-0.0198,2434.89744343733,0.059637,0.386406,-0.408939158078653,-124.1843,41.7456,-2.68660448117771,CACC,2021,70,2021-03-11,70,3,-2.68660448117771,-2.68660448117771,训练集
9.42788085937502,985.986796875,-0.0147,2430.73665433755,0.060602,0.387774,-0.409103158427448,-124.1843,41.7456,-9.11760448117775,CACC,2021,71,2021-03-12,71,3,-9.11760448117775,-9.11760448117775,训练集
5.44161376953127,987.63921875,-0.0082,2426.55405683634,0.061752,0.389372,-0.409154302811468,-124.1843,41.7456,-10.1296044811777,CACC,2021,72,2021-03-13,72,3,-10.1296044811777,-10.1296044811777,训练集
7.8836608886719,987.188984375,-0.0013,2424.42156665723,0.063035,0.391,-0.409094538595204,-124.1843,41.7456,-10.1166044811778,CACC,2021,73,2021-03-14,73,3,-10.1166044811778,-10.1166044811778,训练集
6.05770263671877,990.82625,0.0048,2434.27603366958,0.064303,0.392547,-0.40892582090989,-124.1843,41.7456,-6.79160448117773,CACC,2021,74,2021-03-15,74,3,-6.79160448117773,-6.79160448117773,训练集
7.31624755859377,989.70796875,0.0093,2430.95225907673,0.065273,0.394211,-0.408650109754183,-124.1843,41.7456,-0.179604481177762,CACC,2021,75,2021-03-16,75,3,-0.179604481177762,-0.179604481177762,训练集
6.53884277343752,990.76828125,0.0117,2426.98367839936,0.065645,0.395915,-0.408269367133724,-124.1843,41.7456,-4.4466044811777,CACC,2021,76,2021-03-17,76,3,-4.4466044811777,-4.4466044811777,训练集
7.60732421875002,987.377109375,0.012,2424.64036228505,0.065885,0.397446,-0.407785554243159,-124.1843,41.7456,-3.03860448117769,CACC,2021,77,2021-03-18,77,3,-3.03860448117769,-3.03860448117769,训练集
5.59853515625002,980.848359375,0.0103,2428.96547458721,0.06623,0.39894,-0.407200628694166,-124.1843,41.7456,-6.80760448117769,CACC,2021,78,2021-03-19,78,3,-6.80760448117769,-6.80760448117769,训练集
3.67409667968752,980.419453125,0.0068,2433.15759505088,0.066651,0.400391,-0.406516541792896,-124.1843,41.7456,-13.7976044811777,CACC,2021,79,2021-03-20,79,3,-13.7976044811777,-13.7976044811777,训练集
1.13900146484377,985.267578125,0.0022,2432.01640401545,0.067533,0.401839,-0.405735235870225,-124.1843,41.7456,-5.81660448117771,CACC,2021,80,2021-03-21,80,3,-5.81660448117771,-5.81660448117771,训练集
6.51546630859377,982.766328125,-0.0033,2429.82452458326,0.068753,0.403493,-0.404858641668098,-124.1843,41.7456,-5.45360448117776,CACC,2021,81,2021-03-22,81,3,-5.45360448117776,-5.45360448117776,训练集
4.34890136718752,985.635,-0.0091,2429.00855200083,0.070033,0.405084,-0.403888675785154,-124.1843,41.7456,-10.3186044811778,CACC,2021,82,2021-03-23,82,3,-10.3186044811778,-10.3186044811778,训练集
4.26705322265627,988.8778125,-0.0149,2423.0424256644,0.071473,0.406515,-0.402827238184761,-124.1843,41.7456,-6.99160448117777,CACC,2021,83,2021-03-24,83,3,-6.99160448117777,-6.99160448117777,训练集
4.8530212402344,988.63828125,-0.0205,2420.1461628793,0.072783,0.407857,-0.40167620976847,-124.1843,41.7456,-5.02460448117768,CACC,2021,84,2021-03-25,84,3,-5.02460448117768,-5.02460448117768,训练集
8.74477539062502,987.116640625,-0.0259,2416.10773179251,0.073785,0.408985,-0.400437450017819,-124.1843,41.7456,-4.36860448117773,CACC,2021,85,2021-03-26,85,3,-4.36860448117773,-4.36860448117773,训练集
11.9732299804688,988.841875,-0.0307,2409.77782530836,0.074997,0.409602,-0.399112794707301,-124.1843,41.7456,-6.52960448117767,CACC,2021,86,2021-03-27,86,3,-6.52960448117767,-6.52960448117767,训练集
9.79934082031252,994.184453125,-0.0348,2403.73054950158,0.07658,0.409839,-0.397704053691227,-124.1843,41.7456,-5.86160448117766,CACC,2021,87,2021-03-28,87,3,-5.86160448117766,-5.86160448117766,训练集
9.54790649414065,996.2984375,-0.0376,2399.13471663898,0.078185,0.410131,-0.39621300876709,-124.1843,41.7456,-1.10660448117767,CACC,2021,88,2021-03-29,88,3,-1.10660448117767,-1.10660448117767,训练集
9.7458435058594,996.1659375,-0.0391,2391.80915822352,0.079531,0.410497,-0.394641411617933,-124.1843,41.7456,-0.044604481177771,CACC,2021,89,2021-03-30,89,3,-0.044604481177771,-0.044604481177771,训练集
10.4573303222656,992.146328125,-0.0389,2382.78116582119,0.080661,0.411044,-0.39299098183612,-124.1843,41.7456,-2.98960448117771,CACC,2021,90,2021-03-31,90,3,-2.98960448117771,-2.98960448117771,训练集
9.29372558593752,987.55046875,-0.037,2374.42452681235,0.081551,0.411739,-0.39126340503077,-124.1843,41.7456,-3.96560448117771,CACC,2021,91,2021-04-01,91,4,-3.96560448117771,-3.96560448117771,训练集
11.068994140625,981.8996875,-0.0336,2367.25376354827,0.082246,0.412529,-0.389460331021031,-124.1843,41.7456,-3.84160448117768,CACC,2021,92,2021-04-02,92,4,-3.84160448117768,-3.84160448117768,训练集
12.9280639648438,979.17875,-0.0287,2361.60335523007,0.082898,0.413343,-0.387583372117214,-124.1843,41.7456,-9.08460448117773,CACC,2021,93,2021-04-03,93,4,-9.08460448117773,-9.08460448117773,训练集
11.0374389648438,979.646015625,-0.0234,2357.52547217578,0.083745,0.413942,-0.385634101491707,-124.1843,41.7456,-4.40460448117767,CACC,2021,94,2021-04-04,94,4,-4.40460448117767,-4.40460448117767,训练集
8.36797485351565,983.5653125,-0.0187,2352.76985294084,0.084862,0.414562,-0.383614051641455,-124.1843,41.7456,-1.25960448117769,CACC,2021,95,2021-04-05,95,4,-1.25960448117769,-1.25960448117769,训练集
11.426904296875,978.79171875,-0.0154,2344.84964878021,0.085849,0.415612,-0.381524712943666,-124.1843,41.7456,-4.98360448117774,CACC,2021,96,2021-04-06,96,4,-4.98360448117774,-4.98360448117774,训练集
6.65548095703127,980.3540625,-0.0144,2338.89321892332,0.086636,0.416801,-0.379367532306279,-124.1843,41.7456,-1.47860448117774,CACC,2021,97,2021-04-07,97,4,-1.47860448117774,-1.47860448117774,训练集
6.34722290039065,990.463984375,-0.0155,2334.49534588823,0.087285,0.417784,-0.377143911914587,-124.1843,41.7456,-2.15460448117767,CACC,2021,98,2021-04-08,98,4,-2.15460448117767,-2.15460448117767,训练集
7.64290771484377,987.31140625,-0.0182,2329.51941771233,0.087571,0.418809,-0.374855208075279,-124.1843,41.7456,-2.00760448117774,CACC,2021,99,2021-04-09,99,4,-2.00760448117774,-2.00760448117774,训练集
9.48879394531252,983.845546875,-0.0216,2324.4608665065,0.087462,0.419874,-0.372502730159052,-124.1843,41.7456,0.296395518822237,CACC,2021,100,2021-04-10,100,4,0.296395518822237,0.296395518822237,训练集
10.0889526367188,978.496328125,-0.0244,2318.47482371335,0.08711,0.420729,-0.370087739642769,-124.1843,41.7456,-3.2686044811777,CACC,2021,101,2021-04-11,101,4,-3.2686044811777,-3.2686044811777,训练集
7.1155944824219,985.555,-0.0255,2309.06727782343,0.086816,0.421369,-0.367611449252032,-124.1843,41.7456,0.976395518822301,CACC,2021,102,2021-04-12,102,4,0.976395518822301,0.976395518822301,训练集
7.6623474121094,990.04609375,-0.0243,2298.47754816575,0.086946,0.421874,-0.365075022204911,-124.1843,41.7456,0.544395518822284,CACC,2021,103,2021-04-13,103,4,0.544395518822284,0.544395518822284,训练集
10.978173828125,986.75359375,-0.0209,2286.6579879375,0.087726,0.422456,-0.362479571557379,-124.1843,41.7456,0.112395518822268,CACC,2021,104,2021-04-14,104,4,0.112395518822268,0.112395518822268,训练集
9.99697265625002,984.604375,-0.0158,2275.87378550079,0.08876,0.423239,-0.359826159650939,-124.1843,41.7456,-5.81860448117777,CACC,2021,105,2021-04-15,105,4,-5.81860448117777,-5.81860448117777,训练集
9.56902465820315,982.92,-0.0101,2267.79217640741,0.090099,0.423818,-0.357115797662725,-124.1843,41.7456,0.487395518822268,CACC,2021,106,2021-04-16,106,4,0.487395518822268,0.487395518822268,训练集
7.88228759765627,984.85609375,-0.0046,2260.19861682853,0.092116,0.424382,-0.354349445258262,-124.1843,41.7456,-4.61860448117773,CACC,2021,107,2021-04-17,107,4,-4.61860448117773,-4.61860448117773,训练集
5.56984863281252,984.72140625,-0.0003,2252.19841131074,0.09419,0.425252,-0.351528010346901,-124.1843,41.7456,-1.99260448117775,CACC,2021,108,2021-04-18,108,4,-1.99260448117775,-1.99260448117775,训练集
8.76760253906252,983.691953125,0.0027,2244.64823790249,0.095888,0.426272,-0.348652348939837,-124.1843,41.7456,1.35439551882223,CACC,2021,109,2021-04-19,109,4,1.35439551882223,1.35439551882223,训练集
11.9651123046875,981.76203125,0.0047,2238.27601277024,0.097233,0.427573,-0.345723265110448,-124.1843,41.7456,-1.92660448117772,CACC,2021,110,2021-04-20,110,4,-1.92660448117772,-1.92660448117772,训练集
10.6609741210938,979.3671875,0.0064,2229.99347924453,0.098238,0.428922,-0.342741511056582,-124.1843,41.7456,-2.48660448117766,CACC,2021,111,2021-04-21,111,4,-2.48660448117766,-2.48660448117766,训练集
10.2919555664063,981.087421875,0.0087,2220.0777564953,0.098994,0.430102,-0.339707787264254,-124.1843,41.7456,0.904395518822298,CACC,2021,112,2021-04-22,112,4,0.904395518822298,0.904395518822298,训练集
7.18978271484377,985.525625,0.0123,2211.3681986414,0.099554,0.431146,-0.336622742772115,-124.1843,41.7456,0.175395518822256,CACC,2021,113,2021-04-23,113,4,0.175395518822256,0.175395518822256,训练集
9.49508056640627,986.83328125,0.017,2206.90302991307,0.099853,0.432036,-0.333486975535866,-124.1843,41.7456,-4.40460448117767,CACC,2021,114,2021-04-24,114,4,-4.40460448117767,-4.40460448117767,训练集
9.76824340820315,984.161484375,0.0227,2214.38067307477,0.100029,0.432767,-0.330301032891728,-124.1843,41.7456,-5.7736044811777,CACC,2021,115,2021-04-25,115,4,-5.7736044811777,-5.7736044811777,训练集
11.0838256835938,977.883515625,0.0285,2223.66704799637,0.100444,0.433359,-0.327065412117866,-124.1843,41.7456,0.570395518822238,CACC,2021,116,2021-04-26,116,4,0.570395518822238,0.570395518822238,训练集
11.0031372070313,972.791015625,0.0333,2222.50700466314,0.101399,0.433868,-0.323780561092597,-124.1843,41.7456,-3.01660448117775,CACC,2021,117,2021-04-27,117,4,-3.01660448117775,-3.01660448117775,训练集
11.5153442382813,972.216875,0.0364,2217.4968307331,0.10268,0.434404,-0.320446879048051,-124.1843,41.7456,-1.87260448117775,CACC,2021,118,2021-04-28,118,4,-1.87260448117775,-1.87260448117775,训练集
10.4029479980469,973.0809375,0.037,2211.16214501284,0.104018,0.434849,-0.317064717417826,-124.1843,41.7456,-0.448604481177767,CACC,2021,119,2021-04-29,119,4,-0.448604481177767,-0.448604481177767,训练集
12.1140380859375,975.19921875,0.0352,2204.83184941043,0.105414,0.435237,-0.313634380777074,-124.1843,41.7456,-5.40560448117776,CACC,2021,120,2021-04-30,120,4,-5.40560448117776,-5.40560448117776,训练集
10.5330749511719,975.38703125,0.0315,2201.28240158833,0.106815,0.43578,-0.310156127873294,-124.1843,41.7456,-7.59260448117777,CACC,2021,121,2021-05-01,121,5,-7.59260448117777,-7.59260448117777,训练集
8.10927734375002,981.980078125,0.0265,2197.75424144841,0.108226,0.43648,-0.306630172746033,-124.1843,41.7456,1.4763955188223,CACC,2021,122,2021-05-02,122,5,1.4763955188223,1.4763955188223,训练集
9.3056579589844,987.7484375,0.0213,2191.85519476985,0.109819,0.437429,-0.303056685933528,-124.1843,41.7456,2.04239551882233,CACC,2021,123,2021-05-03,123,5,2.04239551882233,2.04239551882233,训练集
9.16005859375002,985.70125,0.0165,2185.82235522274,0.111557,0.438462,-0.299435795764244,-124.1843,41.7456,-5.47660448117767,CACC,2021,124,2021-05-04,124,5,-5.47660448117767,-5.47660448117767,训练集
10.5304504394531,980.17484375,0.0123,2178.8594326549,0.113336,0.439378,-0.295767589731137,-124.1843,41.7456,-6.74260448117775,CACC,2021,125,2021-05-05,125,5,-6.74260448117775,-6.74260448117775,训练集
11.8902221679688,981.771875,0.0089,2172.89863157596,0.115257,0.440346,-0.292052115946345,-124.1843,41.7456,-2.15360448117769,CACC,2021,126,2021-05-06,126,5,-2.15360448117769,-2.15360448117769,训练集
12.8457580566406,981.00296875,0.0061,2169.9467272403,0.117089,0.441502,-0.288289384673922,-124.1843,41.7456,-4.37360448117772,CACC,2021,127,2021-05-07,127,5,-4.37360448117772,-4.37360448117772,训练集
15.466455078125,984.12,0.0031,2163.0460270893,0.118711,0.442595,-0.284479369938127,-124.1843,41.7456,-2.73960448117771,CACC,2021,128,2021-05-08,128,5,-2.73960448117771,-2.73960448117771,训练集
